Gene name,Mouse gene name
UBXN1,Ubxn1
SLC10A1,Slc10a1
DNAAF4,Dnaaf4
LILRB2,Lilra5
LILRB2,Pirb
LILRB2,Pira1
LILRB2,Pira13
LILRB2,Pira12
LILRB2,Pira2
LILRB2,Lilra6
UNC5A,Unc5a
OAS3,Oas3
CGGBP1,Cggbp1
ATOH1,Atoh1
SLC25A37,Slc25a37
SMARCAD1,Smarcad1
SMOC1,Smoc1
ZNF654,Zfp654
HK3,Hk3
DIP2C,Dip2c
MBOAT4,Mboat4
RMDN3,Rmdn3
CTTNBP2,Cttnbp2
DOCK5,Dock5
TP63,Trp63
SLC8A3,Slc8a3
CC2D2B,Cc2d2b
UIMC1,Uimc1
GPR6,Gpr6
UFL1,Ufl1
CHRNA5,Chrna5
FHL5,Fhl5
MID1,Mid1
SERAC1,Serac1
UBTD1,Ubtd1
OAS2,Oas2
ANKRD2,Ankrd2
IGDCC3,Igdcc3
KCNJ13,Kcnj13
LRRN4CL,Lrrn4cl
CHPF2,Chpf2
HOGA1,Hoga1
LEPROTL1,Leprotl1
GNG3,Gng3
NGEF,Ngef
ZNF346,Zfp346
HNRNPUL2,Hnrnpul2
C10orf62,4933411K16Rik
CRABP1,Crabp1
MIR671,Mir671
MORN4,Morn4
ORAI2,Orai2
HPGDS,Hpgds
C12orf43,2210016L21Rik
SLFN14,Slfn14
CHRM1,Chrm1
PI4K2A,Pi4k2a
UACA,Uaca
SNORD7,Snord7
SPDYE10,Spdye4b
SPDYE10,Spdye4a
ADRA1A,Adra1a
PHOX2B,Phox2b
STEAP1,Steap1
IFTAP,Iftap
RNU1-49P,Gm54374
AVPI1,Avpi1
STEAP2,Steap2
MARVELD1,Marveld1
NEU2,Neu2
TMED9,Tmed9
SLC30A9,Slc30a9
ZFYVE27,Zfyve27
CHRNA1,Chrna1
ZFP36L1,Zfp36l1
DUSP26,Dusp26
EVL,Evl
ABCA9,Abca9
NKX3-1,Nkx3-1
GTF2H5,Gtf2h5
B4GALT7,B4galt7
ARHGEF18,Arhgef18
KCNQ5,Kcnq5
LOXL2,Loxl2
U6,Gm22351
CYP2A7,Cyp2a5
CYP2A7,Cyp2a4
PROP1,Prop1
ANO6,Ano6
ZNF777,Zfp777
N4BP3,N4bp3
BEND4,Bend4
ZNF746,Zfp746
ARL5A,Arl5a
RMND5B,Rmnd5b
SHISA3,Shisa3
PIH1D2,Pih1d2
ZDHHC2,Zdhhc2
ABCA6,Abca6
MARCHF2,Marchf2
GARIN1B,Garin1b
RN7SKP82,Gm55366
GRXCR1,Grxcr1
SFRP5,Sfrp5
CCSER1,Ccser1
GOLGA7B,Golga7b
DHX57,Dhx57
CRTAC1,Crtac1
WDR74,Wdr74
SCAMP2,Scamp2
PDK4,Pdk4
PCMTD1,Pcmtd1
LSM14A,Lsm14a
H2BC14,H2bc9
EGF,Egf
LY86,Ly86
DYNC1I1,Dync1i1
HLA-C,H2-T24
HLA-C,H2-M11
HLA-C,H2-M9
HLA-C,H2-M1
TCEANC,Tceanc
GMCL2,Gmcl1
RNU6-851P,Gm24374
BNIP3L,Bnip3l
OR4K5,Or4k5
SGPP1,Sgpp1
HNRNPAB,Hnrnpab
IL25,Il25
ALG13,Alg13
BOLA3,Bola3
CATSPERB,Catsperb
R3HCC1L,R3hcc1l
MOB1A,Mob1a
DEUP1,Deup1
MKNK2,Mknk2
SNUPN,Snupn
MTHFD2,Mthfd2
HPSE2,Hpse2
FBLN5,Fbln5
KIF13B,Kif13b
PHYKPL,Phykpl
MRGPRX3,Mrgpra2b
MRGPRX3,Mrgprb5
MRGPRX3,Mrgpra9
MRGPRX3,Mrgpra4
MRGPRX3,Mrgpra6
MRGPRX3,Mrgprb1
MRGPRX3,Mrgpra3
MRGPRX3,Mrgprx2
MRGPRX3,Mrgprb2
MRGPRX3,Mrgprb8
MRGPRX3,Mrgprb4
MRGPRX3,Mrgpra2a
MRGPRX3,Mrgprx1
MRGPRX3,Mrgprb3
MRGPRX3,Mrgpra1
MASP1,Masp1
OR5AN1,Or5an1c
OR5AN1,Or5an1
OR5AN1,Or5an10
OR5AN1,Or5an9
OR5AN1,Or5an1b
OR5AN1,Or5an11
ABCC2,Abcc2
TNK1,Tnk1
OR51L1,Or51l1-ps1
OR8J1,Or8j3
OR8D4,Or8d4
TCTN2,Tctn2
RTBDN,Rtbdn
OR4S2,Or4s2
OR4S2,Or4s2b
OR4C6,Or4c123
OR4C6,Or4c102
OR8H2,Or8h7
OR8H2,Or8h6
OR8H2,Or8h9
OR8H2,Or8h8
OR8H2,Or8h10
ENPEP,Enpep
PSMC3,Psmc3
WDR72,Wdr72
SLFN13,Slfn8
SLFN13,Slfn9
USP37,Usp37
ARHGAP18,Arhgap18
DNMBP,Dnmbp
ARPC3,Arpc3
DCTN6,Dctn6
HPN,Hpn
NIN,Nin
TF,Trf
NHP2,Nhp2
SCAPER,Scaper
PDE10A,Pde10a
HAVCR2,Havcr2
CPN1,Cpn1
PPP2R2A,Ppp2r2a
GPN3,Gpn3
ERLIN1,Erlin1
PRR19,Prr19
PIK3R1,Pik3r1
GAK,Gak
SLCO2A1,Slco2a1
SPDYE6,Spdye4b
SPDYE6,Spdye4a
CHUK,Chuk
KRT32,Krt32
RNU2-32P,Gm22423
KRT36,Krt36
LAMTOR4,Lamtor4
FAM216A,Fam216a
MDFIC,Mdfic
TKTL1,Tktl1
MDFIC2,Mdfic2
CPB1,Cpb1
CWF19L1,Cwf19l1
CTAGE8,Mia2
ZNF692,Zfp692
KCP,Kcp
OR52N5,Or52n5
VPS29,Vps29
OR56A4,Or56a5
OR56A4,Or56a4
HLA-DQB1,H2-Ab1
KRT15,Krt15
OR52A5,Or52a5
OR52A5,Or52a5b
OR8D1,Or8d23
OR8D1,Or8d1
OR8D1,Or8d1b
OR5B3,Or5b102
OR5B3,Or5b105
OR5B3,Or5b111
OR5B3,Or5b107
OR5B3,Or5b97
OR5B3,Or5b112
OR5B3,Or5b110-ps1
OR5B3,Or5b109
OR5B3,Or5b101
OR5B3,Or5b100-ps1
OR5B3,Or5b106
OR5B3,Or5b96
OR5B3,Or5b104
OR5B3,Or5b113
OR5B3,Or5b108
OR5B3,Or5b3
MAP6,Map6
SNORA12,Gm24336
BLOC1S2,Bloc1s2
OR10H2,Or10h1b
OR10H2,Or10h1
OR10H2,Or10h5
GFY,Gfy
DAND5,Dand5
RAD9B,Rad9b
OR5A2,Or5a21
RNU6-136P,Gm24131
KRT19,Krt19
OR10H3,Or10h28
OR7E24,Or7e175
OR7E24,Or7e173
OR7E24,Or7e174
OR7E24,Or7e176
OR7E24,Or7e177
HYKK,Hykk
OR10G7,Or10g7
OR10G7,Or10g9
OR10G7,Or10g9b
OR1I1,Or1i2
OR52N1,Or52n1
PLCD4,Plcd4
OR5B2,Or5b99
SPDYE8,Spdye4b
SPDYE8,Spdye4a
OR5M3,Or5m3
OR5M3,Or5m3b
OR8B8,Or8b8
STRA8,Stra8
ARHGAP45,Arhgap45
KRT9,Krt9
NHSL2,Nhsl2
DNAJC17,Dnajc17
GRIFIN,Grifin
ENTPD4,Entpd4
ENTPD4,Entpd4b
POLR2J,Polr2j
PKD2L1,Pkd2l1
KRT14,Krt14
PLXNA4,Plxna4
IL1RAPL1,Il1rapl1
AGTR1,Agtr1a
AGTR1,Agtr1b
KRT16,Krt16
LAMA2,Lama2
PCDH19,Pcdh19
TMEM175,Tmem175
DNASE1L3,Dnase1l3
SCD,Scd4
SCD,Scd2
CTAGE4,Mia2
CDC14C,Cdc14b
MAFK,Mafk
FGGY,Fggy
TSPAN6,Tspan6
KRT35,Krt35
ZNF503,Zfp503
TMEM184A,Tmem184a
USP3,Usp3
CCDC92B,Ccdc92b
RPL38,Rpl38
LRMDA,Lrmda
PPTC7,Pptc7
ABHD6,Abhd6
BCS1L,Bcs1l
HVCN1,Hvcn1
ADO,Ado
ARL3,Arl3
SPIDR,Spidr
SFXN2,Sfxn2
TTYH2,Ttyh2
PSMG3,Psmg3
BEX1,Bex1
BEX1,Bex2
ELFN1,Elfn1
NXF3,Nxf3
LRRC17,Lrrc17
CENATAC,Cenatac
PPP1CC,Ppp1cc
OR10H1,Or10h1b
OR10H1,Or10h1
OR10H1,Or10h5
FAM185A,Fam185a
OR7A10,Or7a36
OR7A10,Or7a40
OR7A10,Or7a42
OR7A10,Or7a38
TFPT,Tfpt
TNKS2,Tnks2
PXK,Pxk
NYAP1,Nyap1
DNAI2,Dnai2
CIMAP1D,Cimap1d
AGFG2,Agfg2
IL1RAPL2,Il1rapl2
DGKQ,Dgkq
RPS25,Rps25
NECTIN2,Nectin2
TCTN1,Tctn1
NRK,Nrk
PRSS33,Prss33
FGFBP3,Fgfbp3
MYO6,Myo6
FHIP2A,Fhip2a
RNF25,Rnf25
CPLX2,Cplx2
KIF19,Kif19a
TOMM40,Tomm40
SAP25,Sap25
PLA2G2F,Pla2g2f
TRAPPC4,Trappc4
OLFM3,Olfm3
FBXO24,Fbxo24
SERPINA7,Serpina7
CHD9,Chd9
STK36,Stk36
SORCS1,Sorcs1
PWWP2A,Pwwp2a
SLC26A1,Slc26a1
PRXL2B,Prxl2b
BTBD17,Btbd17
IDUA,Idua
PTCD2,Ptcd2
LGALS3BP,Lgals3bp
APOE,Apoe
FAM237B,Fam237b
FGFR2,Fgfr2
C2CD2L,C2cd2l
ARPC1A,Arpc1a
APOC1,Apoc1
DPM3,Dpm3
RXFP4,Rxfp4
APOC4,Apoc4
NPPB,Nppb
ARPC1B,Arpc1b
FGFRL1,Fgfrl1
ABHD17C,Abhd17c
APOC2,Apoc2
PLOD1,Plod1
CLPTM1,Clptm1
PIM2,Pim2
CEMIP,Cemip
SH2D4A,Sh2d4a
LRRC9,Lrrc9
CANT1,Cant1
TTLL4,Ttll4
GLA,Gla
FAM193A,Fam193a
HINFP,Hinfp
C1QTNF1,C1qtnf1
RN7SKP21,Gm56126
DEGS2,Degs2
EIF5,Eif5
PNMA2,Pnma2
PDAP1,Pdap1
ABCG4,Abcg4
TCEAL6,Tceal5
TCEAL6,Tceal6
TCEAL6,Tceal3
ENGASE,Engase
BUD31,Bud31
UXT,Uxt
LYN,Lyn
ZNF366,Zfp366
CYP27A1,Cyp27a1
MIIP,Miip
GPX3,Gpx3
RBFOX3,Rbfox3
CCDC120,Ccdc120
SPDYE21,Spdye4b
SPDYE21,Spdye4a
CCDC69,Ccdc69
TSC22D4,Tsc22d4
NFU1,Nfu1
SEZ6L2,Sez6l2
TNFRSF8,Tnfrsf8
NHERF4,Nherf4
GM2A,Gm2a
TROAP,Troap
HOMER2,Homer2
GRID2IP,Grid2ip
,
CARMIL3,Carmil3
SLC36A3,Slc36a3
SNTG1,Sntg1
ENPP7,Enpp7
CBX2,Cbx2
SYCE2,Syce2
SLC36A2,Slc36a2
MYH10,Myh10
RNU6-165P,Gm22004
MIR371A,Mir293
MIR371A,Mir292
MIR372,Mir294
MIR372,Mir291b
DACT1,Dact1
ZNF142,Zfp142
PRKCG,Prkcg
PDE8A,Pde8a
MIR363,Mir363
MIR19B2,Mir19b-2
ZDHHC4,Zdhhc4
CRLF2,Crlf2
TMEM198,Tmem198
RBBP4,Rbbp4
DIO3,Dio3
CA5B,Car5b
VRK1,Vrk1
PDLIM7,Pdlim7
MCAM,Mcam
MDC1,Mdc1
TBC1D8,Tbc1d8
SAGE1,Ct45a
CD99L2,Cd99l2
HNRNPK,Hnrnpk
TEDC1,Tedc1
ATP5MC3,Atp5mc3
CACNG7,Cacng7
INTS15,Ints15
AGER,Ager
C1QL4,C1ql4
DNAJC22,Dnajc22
CACNG8,Cacng8
PLBD2,Plbd2
IL6,Il6
PDHB,Pdhb
CACNG6,Cacng6
GRK2,Grk2
GABRA3,Gabra3
SDS,Sds
MYL11,Mylpf
TNIP2,Tnip2
UFSP1,Ufsp1
RNU6-764P,Gm26214
OR9A1P,Or9a7
SDSL,Sdsl
MIR105-1,Mir105
MIR105-2,Mir105
AR,Ar
SARAF,Saraf
ADD1,Add1
CMTR2,Cmtr2
MINAR1,Minar1
LHX5,Lhx5
ZNF23,Zfp612
PEX5L,Pex5l
MRPS11,Mrps11
SLC8B1,Slc8b1
ARRDC2,Arrdc2
SYNC,Sync
UPP1,Upp1
CYP7B1,Cyp7b1
RAD1,Rad1
NHSL3,Nhsl3
LARP6,Larp6
OR4E1,Or4e5
OR4E1,Or4e1
ANKRD13D,Ankrd13d
ADSS1,Adss1
RN7SKP127,Gm56077
CA8,Car8
C16orf54,AI467606
KDM6A,Kdm6a
ZG16,Zg16
RORA,Rora
BRIX1,Brix1
RNF122,Rnf122
PRRT2,Prrt2
S100PBP,S100pbp
FZR1,Fzr1
ZMAT4,Zmat4
GPR155,Gpr155
CENPH,Cenph
PAGR1,Pagr1a
PAGR1,Gm42742
HPCA,Hpca
RAB5B,Rab5b
MDGA2,Mdga2
CRISPLD1,Crispld1
MVP,Mvp
SSH3,Ssh3
STAG2,Stag2
TMEM54,Tmem54
BMPER,Bmper
KGD4,Mrps36
GCNT4,Gcnt4
ANKRD31,Ankrd31
UFC1,Ufc1
CCNB1IP1,Ccnb1ip1
SUOX,Suox
KIF22,Kif22
POC5,Poc5
SASH1,Sash1
PPOX,Ppox
C1D,C1d
DPP8,Dpp8
PXT1,Pxt1
R3HCC1,R3hcc1
RAD9A,Rad9a
RCAN2,Rcan2
,AI854703
RREB1,Rreb1
IKZF4,Ikzf4
HMG20B,Hmg20b
COL1A2,Col1a2
ADRA2C,Adra2c
SMIM43,Smim43
OMG,Omg
EVI2B,Evi2b
CDK2AP2,Cdk2ap2
EVI2A,Evi2a
RPS26,Rps26
RNU6-680P,Gm22301
RAB11FIP4,Rab11fip4
PEX2,Pex2
SV2C,Sv2c
NFKB1,Nfkb1
GIPC3,Gipc3
AJUBA,Ajuba
CABP2,Cabp2
B4GALT3,B4galt3
PA2G4,Pa2g4
CCDC124,Ccdc124
MAPK8IP3,Mapk8ip3
GSTP1,Gstp1
GSTP1,Gstp2
TEKTIP1,Tektip1
GNPNAT1,Gnpnat1
FKBP8,Fkbp8
NDUFB5,Ndufb5
MIR193A,Mir193a
ZFHX4,Zfhx4
IQGAP2,Iqgap2
FN1,Fn1
FERMT2,Fermt2
ADAMTS4,Adamts4
NDUFV1,Ndufv1
FCER1G,Fcer1g
MFSD11,Mfsd11
CASD1,Casd1
CCN6,Ccn6
ESYT1,Esyt1
TOMM40L,Tomm40l
CLVS1,Clvs1
DCK,Dck
ARMC1,Armc1
TMEM248,Tmem248
ADAMTSL3,Adamtsl3
PRL,Prl5a1
PRL,Prl7c1
PRL,Prl2c3
PRL,Prl8a9
PRL,Prl2c2
PRL,Prl7a2
PRL,Prl2c5
PRL,Prl4a1
PRL,Prl8a6
PRL,Prl8a8
PRL,Prl3d3
PRL,Prl8a2
PRL,Prl3b1
PRL,Prl2c1
PRL,Prl3d1
PRL,Prl3a1
PRL,Prl8a1
PRL,Prl2a1
PRL,Prl2b1
PRL,Prl7b1
PRL,Prl7a1
PRL,Prl6a1
PRL,Prl3d2
PRL,Prl3c1
PRL,Prl
PRL,Prl7d1
JAZF1,Jazf1
GC,Gc
USP13,Usp13
POU5F1,Pou5f1
SBDS,Sbds
ZC3H10,Zc3h10
DDHD1,Ddhd1
MYL6,Myl6
MGAT5B,Mgat5b
CRISPLD2,Crispld2
SPDYE2,Spdye4b
SPDYE2,Spdye4a
XKR9,Xkr9
ACY3,Acy3
SPDYE12,Spdye4b
SPDYE12,Spdye4a
HDC,Hdc
SNX10,Snx10
NR1I3,Nr1i3
CXXC4,Cxxc4
SLC22A6,Slc22a6
ANKRD37,Ankrd37
RNU6-1264P,Gm24356
PAG1,Pag1
ZDHHC7,Zdhhc7
UBA52,Uba52rt
UBA52,Kxd1
CHCT1,Chct1
UFSP2,Ufsp2
APPBP2,Appbp2
AEN,Aen
GMFB,Gmfb
SULF1,Sulf1
KIAA0513,6430548M08Rik
STARD3NL,Stard3nl
RNU6-623P,Gm25814
RNU6-623P,Gm23545
ADAM10,Adam10
PIGL,Pigl
Y_RNA,Gm56322
CFAP96,Cfap96
SLC22A8,Slc22a8
MAPK1IP1L,Mapk1ip1
MAPK1IP1L,Mapk1ip1l
MME,Mme
S100Z,S100z
DDX24,Ddx24
CDR2,Cdr2
CRHBP,Crhbp
SH3GL3,Sh3gl3
ERI2,Eri2
CENPV,Cenpv
SMARCC2,Smarcc2
TRGV8,Trgv7
CRLF1,Crlf1
TRGV5,Trgv7
TRGV4,Trgv7
AGGF1,Aggf1
TRGV3,Trgv7
TRGV2,Trgv7
TRGV1,Trgv7
TMEM121,Tmem121
WNK3,Wnk3
UBB,Ubb
SLC22A9,Slc22a30
SLC22A9,Slc22a29
SLC22A9,Slc22a26
SLC22A9,Slc22a19
SLC22A9,Slc22a27
SLC22A9,Slc22a28
ITPRID1,Itprid1
MAX,Max
MRPL46,Mrpl46
REX1BD,Rex1bd
TRPV2,Trpv2
TRIM5,Trim12c
TRIM5,Trim30b
TRIM5,Trim30d
TRIM5,Trim30c
TRIM5,Trim5
TRIM5,Trim12a
TRIM5,Trim30a
ZBED3,Zbed3
PCDH7,Pcdh7
SNORA47,Snora47
IGF1R,Igf1r
TMEM59L,Tmem59l
PDE8B,Pde8b
DCUN1D3,Dcun1d3
TLR3,Tlr3
LYRM1,Lyrm1
XRCC2,Xrcc2
PGM2,Pgm2
ECHDC3,Echdc3
SNORD49B,Snord49b
SNORD49A,Snord49a
SNORD65,Snord65
DDC,Ddc
KRTAP2-1,Krtap5-24
KRTAP2-1,Krtap5-2
KRTAP2-1,Krtap5-20
KRTAP2-1,Krtap5-26
KRTAP4-8,Krtap5-24
KRTAP4-8,Krtap5-2
KRTAP4-8,Krtap5-20
KRTAP4-8,Krtap5-26
KRTAP1-4,Krtap1-5
KLHL10,Klhl10
TSR2,Tsr2
PROSER2,Proser2
KLHL11,Klhl11
PRMT7,Prmt7
FGD1,Fgd1
ZNF69,Zfp78
UPF2,Upf2
ACLY,Acly
ZNF700,Zfp961
RNU2-14P,Gm25259
ZNF763,Zfp78
MYH6,Myh6
,Gm3858
,8030474K03Rik
,4933412E24Rik
,Gm4779
PTTG2,Pttg1
TEC,Tec
TENM1,Tenm1
MINDY2,Mindy2
ZNF20,Zfp78
ARFIP2,Arfip2
RAD51B,Rad51b
DHTKD1,Dhtkd1
HTD2,Rpp14
STIM2,Stim2
KLC3,Klc3
NR2F2,Nr2f2
CRYGS,Crygs
FAM78A,Fam78a
RNU6-88P,Gm26359
SEC61A2,Sec61a2
TBCCD1,Tbccd1
ABL1,Abl1
OTC,Otc
CEP152,Cep152
TSPAN7,Tspan7
RNF41,Rnf41
TUNAR,Tunar
AHSG,Ahsg
RNASE9,Rnase9
TNFSF8,Tnfsf8
PPP1R13L,Ppp1r13l
TNC,Tnc
FETUB,Fetub
TPP1,Tpp1
MECP2,Mecp2
ODAD4,Odad4
IKZF1,Ikzf1
NUDT5,Nudt5
CNP,Cnp
C8orf34,A830018L16Rik
NABP2,Nabp2
MTSS2,Mtss2
POLR1G,Polr1g
DNAJC7,Dnajc7
RBM41,Rbm41
EXOC5,Exoc5
HRG,Hrg
ERCC2,Ercc2
FAM81A,Fam81a
SLC39A5,Slc39a5
WDR41,Wdr41
CDC123,Cdc123
ENOX2,Enox2
CA3,Car3
IL5RA,Il5ra
TBC1D1,Tbc1d1
HNF4G,Hnf4g
FOXG1,Foxg1
MYH7,Myh7
RNU6-1014P,Gm25937
RNU1-119P,Gm22809
RNU1-119P,Gm22866
,Snord11
ANKRD52,Ankrd52
RNU2-53P,Gm23118
RNU2-53P,Gm22946
APOBR,Apobr
RNU6-212P,Gm25524
RNU5B-1,Gm25313
RNU6-745P,Gm26487
BPNT2,Bpnt2
RNU6-401P,Gm54880
RN7SKP217,Gm54931
TBX6,Tbx6
RNU2-3P,Gm25202
RNU2-3P,Gm25813
ZNF592,Zfp592
RSU1,Rsu1
TRBV15,Trbv17
TRBV19,Trbv19
TRBV20-1,Trbv20
COQ10A,Coq10a
TRBV23-1,Trbv23
TRBV23-1,Trbv26
TRBV28,Trbv29
SNX20,Snx20
TRBV29-1,Trbv30
CARD11,Card11
SNORD115-6,Gm25499
SNORD115-6,Gm22496
SNORD115-8,Gm25499
SNORD115-8,Gm22496
SNORD115-15,Gm25499
SNORD115-15,Gm22496
STAU2,Stau2
TYW1B,Tyw1
SNORD115-23,Gm25647
SNORD115-23,Gm25156
SNORD115-23,Gm23575
SNORD115-23,Gm25585
SNORD115-23,Gm26466
SNORD115-23,Gm24495
SNORD115-23,Gm24639
SNORD115-23,Gm26392
SNORD115-23,Gm24799
SNORD115-23,Gm25077
SNORD115-23,Gm23688
SNORD115-23,Gm24418
SNORD115-23,Gm25194
SNORD115-23,Gm24983
SNORD115-23,Gm24702
SNORD115-23,Gm26336
SNORD115-23,Gm25452
SNORD115-23,Gm24654
SNORD115-23,Gm25840
SNORD115-23,Gm26498
SNORD115-23,Gm22640
SNORD115-23,Gm24570
SNORD115-23,Gm22253
SNORD115-23,Gm23286
SNORD115-23,Gm22627
SNORD115-23,Gm22393
SNORD115-23,Gm25988
SNORD115-23,Gm22111
SNORD115-23,Gm25463
SNORD115-23,Gm23933
SNORD115-23,Gm24137
SNORD115-23,Gm23254
SNORD115-23,Gm23660
SNORD115-23,Gm22996
SNORD115-23,Gm24566
SNORD115-23,Gm26230
SNORD115-23,Gm25229
SNORD115-23,Gm25098
SNORD115-23,Gm26467
SNORD115-23,Gm26432
SNORD115-23,Gm25710
SNORD115-23,Gm25523
SNORD115-23,Gm25121
SNORD115-23,Gm23471
SNORD115-23,Gm22255
SNORD115-23,Gm26059
SNORD115-23,Gm23310
SNORD115-23,Gm25823
SNORD115-23,Gm22449
SNORD115-23,Gm24759
SNORD115-23,Gm23944
SNORD115-23,Gm24021
SNORD115-23,Gm25934
SNORD115-23,Gm26434
SNORD115-23,Gm26374
SNORD115-23,Gm22909
SNORD115-23,Gm26390
SNORD115-23,Gm24969
SNORD115-23,Gm25209
SNORD115-23,Gm25646
SNORD115-23,Gm22510
SNORD115-23,Gm22252
SNORD115-23,Gm22912
SNORD115-23,Gm26200
SNORD115-23,Gm24952
SNORD115-23,Gm23305
SNORD115-23,Gm24653
SNORD115-23,Gm26337
SNORD115-23,Gm24206
SNORD115-23,Gm22511
SNORD115-23,Gm24862
SNORD115-23,Gm24306
SNORD115-23,Gm22524
SNORD115-23,Gm24528
SNORD115-23,Gm24926
SNORD115-23,Gm22050
SNORD115-23,Gm23145
SNORD115-23,Gm23687
SNORD115-23,Gm25120
SNORD115-23,Gm26096
SNORD115-23,Gm25461
SNORD115-23,Gm23922
SNORD115-23,Gm22130
SNORD115-23,Gm24219
SNORD115-23,Gm24866
SNORD115-23,Gm25741
SNORD115-23,Gm26488
SNORD115-23,Gm25146
SNORD115-23,Gm24652
SNORD115-23,Gm23618
SNORD115-23,Gm26499
SNORD115-23,Gm26283
SNORD115-23,Gm25449
SNORD115-23,Gm25087
SNORD115-23,Gm24088
SNORD115-23,Gm24966
SNORD115-23,Gm25221
SNORD115-23,Gm25984
SNORD115-23,Gm25462
SNORD115-23,Gm26334
SNORD115-23,Gm24040
SNORD115-23,Gm23076
SNORD115-23,Gm25870
SNORD115-23,Gm26284
SNORD115-23,Gm25175
SNORD115-23,Gm22348
SNORD115-23,Gm25017
SNORD115-23,Gm25742
SNORD115-23,Gm24657
SNORD115-23,Gm24310
SNORD115-23,Gm26366
SNORD115-23,Gm22274
SNORD115-23,Gm22632
SNORD115-23,Gm22391
SNORD115-23,Gm24027
SNORD115-23,Gm22630
SNORD115-23,Gm25648
SNORD115-23,Gm22834
SNORD115-23,Gm25874
SNORD115-23,Gm22629
SNORD115-23,Gm24417
SNORD115-23,Gm23560
SNORD115-23,Gm24585
SNORD115-23,Gm25314
SNORD115-23,Gm25088
SNORD115-23,Gm23682
SNORD115-23,Gm23449
SNORD115-23,Gm24872
SNORD115-23,Gm25089
SNORD115-23,Gm25230
SNORD115-23,Gm26389
SNORD115-23,Gm24100
SNORD115-23,Gm25085
SNORD115-23,Gm24220
SNORD115-23,Gm23356
SNORD115-26,Gm25499
SNORD115-26,Gm22496
SNORD115-28,Gm25499
SNORD115-28,Gm22496
SNORD115-30,Gm25499
SNORD115-30,Gm22496
SNORD115-32,Gm25499
SNORD115-32,Gm22496
SNORD115-33,Gm25499
SNORD115-33,Gm22496
SNORD115-34,Gm25499
SNORD115-34,Gm22496
SNORD115-35,Gm25647
SNORD115-35,Gm25156
SNORD115-35,Gm23575
SNORD115-35,Gm25585
SNORD115-35,Gm26466
SNORD115-35,Gm24495
SNORD115-35,Gm24639
SNORD115-35,Gm26392
SNORD115-35,Gm24799
SNORD115-35,Gm25077
SNORD115-35,Gm23688
SNORD115-35,Gm24418
SNORD115-35,Gm25194
SNORD115-35,Gm24983
SNORD115-35,Gm24702
SNORD115-35,Gm26336
SNORD115-35,Gm25452
SNORD115-35,Gm24654
SNORD115-35,Gm25840
SNORD115-35,Gm26498
SNORD115-35,Gm22640
SNORD115-35,Gm24570
SNORD115-35,Gm22253
SNORD115-35,Gm23286
SNORD115-35,Gm22627
SNORD115-35,Gm22393
SNORD115-35,Gm25988
SNORD115-35,Gm22111
SNORD115-35,Gm25463
SNORD115-35,Gm23933
SNORD115-35,Gm24137
SNORD115-35,Gm23254
SNORD115-35,Gm23660
SNORD115-35,Gm22996
SNORD115-35,Gm24566
SNORD115-35,Gm26230
SNORD115-35,Gm25229
SNORD115-35,Gm25098
SNORD115-35,Gm26467
SNORD115-35,Gm26432
SNORD115-35,Gm25710
SNORD115-35,Gm25523
SNORD115-35,Gm25121
SNORD115-35,Gm23471
SNORD115-35,Gm22255
SNORD115-35,Gm26059
SNORD115-35,Gm23310
SNORD115-35,Gm25823
SNORD115-35,Gm22449
SNORD115-35,Gm24759
SNORD115-35,Gm23944
SNORD115-35,Gm24021
SNORD115-35,Gm25934
SNORD115-35,Gm26434
SNORD115-35,Gm26374
SNORD115-35,Gm22909
SNORD115-35,Gm26390
SNORD115-35,Gm24969
SNORD115-35,Gm25209
SNORD115-35,Gm25646
SNORD115-35,Gm22510
SNORD115-35,Gm22252
SNORD115-35,Gm22912
SNORD115-35,Gm26200
SNORD115-35,Gm24952
SNORD115-35,Gm23305
SNORD115-35,Gm24653
SNORD115-35,Gm26337
SNORD115-35,Gm24206
SNORD115-35,Gm22511
SNORD115-35,Gm24862
SNORD115-35,Gm24306
SNORD115-35,Gm22524
SNORD115-35,Gm24528
SNORD115-35,Gm24926
SNORD115-35,Gm22050
SNORD115-35,Gm23145
SNORD115-35,Gm23687
SNORD115-35,Gm25120
SNORD115-35,Gm26096
SNORD115-35,Gm25461
SNORD115-35,Gm23922
SNORD115-35,Gm22130
SNORD115-35,Gm24219
SNORD115-35,Gm24866
SNORD115-35,Gm25741
SNORD115-35,Gm26488
SNORD115-35,Gm25146
SNORD115-35,Gm24652
SNORD115-35,Gm23618
SNORD115-35,Gm26499
SNORD115-35,Gm26283
SNORD115-35,Gm25449
SNORD115-35,Gm25087
SNORD115-35,Gm24088
SNORD115-35,Gm24966
SNORD115-35,Gm25221
SNORD115-35,Gm25984
SNORD115-35,Gm25462
SNORD115-35,Gm26334
SNORD115-35,Gm24040
SNORD115-35,Gm23076
SNORD115-35,Gm25870
SNORD115-35,Gm26284
SNORD115-35,Gm25175
SNORD115-35,Gm22348
SNORD115-35,Gm25017
SNORD115-35,Gm25742
SNORD115-35,Gm24657
SNORD115-35,Gm24310
SNORD115-35,Gm26366
SNORD115-35,Gm22274
SNORD115-35,Gm22632
SNORD115-35,Gm22391
SNORD115-35,Gm24027
SNORD115-35,Gm22630
SNORD115-35,Gm25648
SNORD115-35,Gm22834
SNORD115-35,Gm25874
